,inv_y,inv_yhat
1234,65.0,54.99998
1235,65.0,54.503246
1236,64.0,54.503246
1237,63.0,54.006504
1238,62.000004,53.50974
1239,61.000004,53.012966
1240,61.000004,52.516193
1241,61.000004,52.516193
1242,59.999996,52.516193
1243,59.0,52.01938
1244,59.0,51.52258
1245,58.0,51.52258
1246,57.0,51.02577
1247,59.999996,50.52892
1248,65.0,57.79322
1249,65.0,65.33364
1250,59.999996,54.503246
1251,58.0,52.01938
1252,57.0,51.02577
1253,56.0,50.52892
1254,55.0,50.032085
1255,61.000004,49.535225
1256,68.0,86.588356
1257,62.000004,56.466522
1258,57.0,53.012966
1259,56.0,50.52892
1260,55.0,50.032085
1261,54.0,49.535225
1262,53.0,49.03837
1263,52.0,48.541496
1264,52.0,48.044617
1265,51.0,48.044617
1266,50.0,47.54773
1267,50.0,47.050804
1268,49.0,47.050804
1269,49.0,46.553886
1270,49.0,46.553886
1271,66.0,46.553886
1272,62.000004,62.43033
1273,53.0,53.012966
1274,51.0,48.541496
1275,53.0,47.54773
1276,53.0,51.597443
1277,54.0,51.68361
1278,52.0,50.400085
1279,50.0,48.044617
1280,49.0,47.050804
1281,48.0,46.553886
1282,49.0,51.540783
1283,48.0,46.662697
1284,48.0,46.05698
1285,50.0,46.05698
1286,55.0,52.520073
1287,52.0,49.535225
1288,49.0,48.044617
1289,47.0,46.553886
1290,46.0,45.560024
1291,46.0,57.110126
1292,49.0,48.454197
1293,50.0,46.553886
1294,67.0,66.29379
1295,63.0,78.0785
1296,53.0,59.097862
1297,55.0,51.49055
1298,49.0,49.535225
1299,47.0,46.553886
1300,46.0,45.560024
1301,50.0,48.551006
1302,108.0,49.08162
1303,71.0,89.33075
1304,59.0,73.16437
1305,96.0,75.65409
1306,98.0,169.9195
1307,67.0,93.436066
1308,55.0,55.496704
1309,51.0,49.535225
1310,48.0,47.54773
1311,47.0,46.05698
1312,46.0,45.560024
1313,45.0,45.063084
1314,45.0,46.242447
1315,44.0,44.56614
1316,43.0,44.069183
1317,42.0,43.572205
1318,42.0,44.12031
1319,43.0,43.07523
1320,45.0,43.572205
1321,45.0,51.76205
1322,45.0,44.56614
1323,44.0,44.56614
1324,44.0,47.267464
1325,50.0,51.832695
1326,59.0,58.07092
1327,59.999996,59.735874
1328,57.0,58.806427
1329,50.0,50.52892
1330,47.0,47.050804
1331,47.0,47.558178
1332,45.0,48.13837
1333,45.0,44.56614
1334,52.0,44.56614
1335,47.0,48.762245
1336,45.0,45.560024
1337,43.0,44.56614
1338,41.0,43.572205
1339,41.0,42.578236
1340,40.0,42.578236
1341,40.0,42.081234
1342,40.0,42.081234
1343,40.0,45.255962
1344,40.0,42.458763
1345,39.0,42.081234
1346,38.0,41.58425
1347,38.0,41.08721
1348,38.0,41.08721
1349,41.0,41.75124
1350,40.0,42.578236
1351,40.0,42.081234
1352,58.0,43.77181
1353,208.0,104.484886
1354,552.0,675.37573
1355,466.0,801.8962
1356,153.0,261.5368
1357,92.0,98.14695
1358,72.0,67.91014
1359,62.000004,57.980133
1360,61.000004,57.093212
1361,89.0,67.82843
1362,197.0,109.98121
1363,137.0,174.9451
1364,127.0,90.22475
1365,118.99999,103.07285
1366,86.0,81.304276
1367,68.0,64.9318
1368,59.999996,55.993427
1369,63.0,52.01938
1370,74.0,72.88506
1371,73.0,74.414185
1372,65.0,58.476776
1373,59.999996,54.503246
1374,57.0,52.01938
1375,55.0,50.52892
1376,54.0,49.535225
1377,55.0,49.03837
1378,108.0,49.535225
1379,362.0,229.29956
1380,218.0,205.73254
1381,102.0,130.24413
1382,76.0,72.87263
1383,65.0,59.966618
1384,59.0,54.503246
1385,56.0,51.52258
1386,54.0,50.032085
1387,56.0,49.03837
1388,55.0,55.964367
1389,53.0,49.535225
1390,52.0,48.541496
1391,51.0,48.044617
1392,49.0,47.54773
1393,48.0,46.553886
1394,47.0,46.05698
1395,46.0,45.560024
1396,46.0,45.063084
1397,46.0,45.063084
1398,46.0,45.063084
1399,46.0,45.063084
1400,45.0,45.063084
1401,45.0,44.56614
1402,45.0,44.56614
1403,46.0,44.56614
1404,47.0,45.063084
1405,48.0,52.343136
1406,47.0,46.16221
1407,46.0,45.560024
1408,45.0,45.063084
1409,45.0,44.56614
1410,45.0,44.56614
1411,46.0,44.56614
1412,47.0,45.063084
1413,61.000004,46.187267
1414,67.0,83.72894
1415,51.0,55.496704
1416,53.0,47.54773
1417,84.0,61.097866
1418,86.0,119.104256
1419,65.0,80.66291
1420,59.0,54.503246
1421,56.0,51.52258
1422,54.0,50.032085
1423,53.0,49.03837
1424,54.0,49.124893
1425,54.0,49.03837
1426,53.0,49.03837
1427,53.0,48.541496
1428,54.0,48.541496
1429,52.0,49.03837
1430,52.0,48.044617
1431,52.0,48.044617
1432,51.0,48.044617
1433,50.0,47.54773
1434,50.0,47.050804
1435,50.0,47.050804
1436,52.0,47.050804
1437,52.0,48.044617
1438,52.0,49.008076
1439,52.0,48.044617
1440,55.0,48.044617
1441,61.000004,53.844894
1442,57.0,55.184666
1443,56.0,50.582428
1444,61.000004,56.38134
1445,66.0,57.865288
1446,64.0,62.738693
1447,58.0,54.006504
1448,56.0,51.02577
1449,54.0,50.032085
1450,54.0,49.03837
1451,54.0,49.03837
1452,57.0,52.315926
1453,59.999996,53.55329
1454,57.0,52.01938
1455,55.0,51.14092
1456,56.0,49.8616
1457,71.0,59.64778
1458,78.0,63.720516
1459,69.0,60.95979
1460,72.0,56.49013
1461,154.0,94.38506
1462,99.0,98.64184
1463,74.0,71.38407
1464,67.0,58.973427
1465,75.0,55.496704
1466,185.0,90.3728
1467,122.00001,116.12501
1468,88.0,82.79157
1469,77.0,65.92466
1470,75.0,60.463215
1471,80.0,68.04511
1472,81.0,64.36667
1473,77.0,64.12501
1474,71.0,60.463215
1475,68.0,57.48346
1476,67.0,55.993427
1477,66.0,55.496704
1478,65.0,54.99998
1479,63.0,54.503246
1480,62.000004,53.50974
1481,62.000004,53.012966
1482,61.000004,53.012966
1483,61.000004,52.516193
1484,59.999996,52.516193
1485,62.000004,52.01938
1486,68.0,53.012966
1487,87.0,91.06464
1488,72.0,65.42824
1489,65.0,57.980133
1490,63.0,54.503246
1491,62.000004,53.50974
1492,74.0,53.012966
1493,239.99998,58.98196
1494,252.99998,583.96545
1495,169.0,247.041
1496,118.99999,106.06158
1497,100.0,81.304276
1498,89.0,71.88027
1499,81.0,67.554794
1500,75.0,62.449413
1501,72.0,59.47002
1502,70.0,57.980133
1503,69.0,56.986794
1504,66.0,56.49013
1505,66.0,55.667923
1506,66.0,54.99998
1507,62.000004,57.046898
1508,59.999996,53.012966
1509,59.999996,52.01938
1510,59.999996,52.01938
1511,59.999996,52.01938
1512,67.0,56.88113
1513,71.0,77.949066
1514,64.0,57.48346
1515,61.000004,54.006504
1516,59.999996,63.264076
1517,58.0,52.01938
1518,59.0,51.02577
1519,57.0,51.52258
1520,57.0,50.52892
1521,57.0,50.52892
1522,59.0,50.52892
1523,63.0,64.63913
1524,59.999996,53.50974
1525,61.000004,52.01938
1526,63.0,60.299892
1527,59.999996,53.50974
1528,59.0,52.01938
1529,58.0,52.877087
1530,57.0,51.02577
1531,118.0,50.52892
1532,397.0,185.25107
1533,219.0,217.5022
1534,173.0,130.73665
1535,362.0,179.31348
1536,606.0,538.423
1537,1160.0,1354.7926
1538,492.99997,547.0169
1539,190.0,263.2789
1540,141.0,116.43664
1541,114.0,92.20596
1542,97.0,78.82502
1543,86.0,70.39162
1544,77.0,64.9318
1545,71.0,60.463215
1546,68.0,57.48346
1547,66.0,55.993427
1548,71.0,64.21787
1549,74.0,63.268787
1550,66.0,58.973427
1551,63.0,54.99998
1552,70.0,56.18022
1553,132.0,82.74307
1554,122.00001,121.46828
1555,88.0,82.79157
1556,75.0,65.92466
1557,69.0,59.47002
1558,65.0,56.49013
1559,62.000004,54.503246
1560,63.0,53.95453
1561,61.000004,53.50974
1562,58.0,52.516193
1563,55.0,51.02577
1564,53.0,49.535225
1565,51.0,48.541496
1566,49.0,47.54773
1567,48.0,46.553886
1568,48.0,46.05698
1569,50.0,47.93811
1570,48.0,47.050804
1571,47.0,46.05698
1572,47.0,45.560024
1573,46.0,45.560024
1574,46.0,45.063084
1575,46.0,45.063084
1576,45.0,45.063084
1577,45.0,44.56614
1578,45.0,44.56614
1579,44.0,44.56614
1580,44.0,44.069183
1581,46.0,50.18096
1582,44.0,45.063084
1583,44.0,44.069183
1584,43.0,44.069183
1585,42.0,43.572205
1586,42.0,43.07523
1587,43.0,43.07523
1588,44.0,43.572205
1589,44.0,46.67197
1590,44.0,45.279617
1591,43.0,44.069183
1592,42.0,43.572205
1593,44.0,43.07523
1594,51.0,44.069183
1595,57.0,69.56895
1596,59.999996,57.39536
1597,55.0,52.41663
1598,49.0,49.535225
1599,47.0,46.553886
1600,46.0,45.560024
1601,45.0,45.063084
1602,45.0,44.56614
1603,44.0,44.56614
1604,44.0,44.069183
1605,43.0,44.069183
1606,43.0,43.572205
1607,45.0,43.572205
1608,52.0,52.33225
1609,48.0,48.044617
1610,45.0,46.05698
1611,45.0,44.56614
1612,45.0,52.33225
1613,54.0,51.168907
1614,71.0,63.109745
1615,70.0,77.29241
1616,59.0,56.986794
1617,52.0,51.52258
1618,48.0,48.044617
1619,47.0,46.05698
1620,46.0,45.560024
1621,48.0,48.92615
1622,48.0,46.306915
1623,47.0,46.05698
1624,49.0,48.041344
1625,48.0,48.281483
1626,47.0,48.25105
1627,49.0,45.560024
1628,63.0,48.440792
1629,53.0,63.26971
1630,52.0,56.56543
1631,53.0,57.645264
1632,52.0,58.276722
1633,47.0,48.044617
1634,45.0,45.560024
1635,44.0,44.56614
1636,44.0,44.069183
1637,45.0,44.069183
1638,67.0,56.537487
1639,58.0,55.496704
1640,103.0,62.03288
1641,198.0,145.16142
1642,189.0,220.56252
1643,77.0,115.94293
1644,55.0,60.463215
1645,50.0,49.535225
1646,46.0,47.050804
1647,44.0,45.063084
1648,43.0,44.069183
1649,42.0,50.573692
1650,41.0,44.0673
1651,40.0,43.19015
1652,39.0,42.081234
1653,51.0,44.924755
1654,46.0,68.65666
1655,41.0,45.063084
1656,37.0,47.46585
1657,41.0,42.459694
1658,42.0,52.73161
1659,38.0,43.07523
1660,38.0,41.08721
1661,40.0,41.08721
1662,38.0,42.081234
1663,37.0,49.995377
1664,36.0,43.388466
1665,37.0,40.208073
1666,36.0,40.590225
1667,34.0,40.09319
1668,41.0,39.099106
1669,76.0,48.08752
1670,93.0,83.30444
1671,53.0,73.93017
1672,119.99999,56.536976
1673,171.0,83.978195
1674,122.00001,112.953964
1675,61.000004,82.79157
1676,48.0,52.516193
1677,43.0,46.05698
1678,40.0,44.11762
1679,38.0,42.697468
1680,36.0,41.08721
1681,35.0,40.09319
1682,35.0,39.596165
1683,34.0,39.596165
1684,34.0,39.479626
1685,34.0,39.146965
1686,35.0,47.225853
1687,35.0,39.596165
1688,34.0,39.596165
1689,33.0,39.099106
1690,32.0,38.60207
1691,31.000002,38.10499
1692,34.0,37.607952
1693,32.0,39.099106
1694,32.0,38.10499
1695,31.000002,38.10499
1696,32.0,37.607952
1697,35.0,41.613743
1698,38.0,41.761116
1699,34.0,41.08721
1700,36.0,39.099106
1701,35.0,42.429607
1702,33.0,39.596165
1703,32.0,38.60207
1704,32.0,38.10499
1705,32.0,38.10499
1706,31.000002,38.10499
1707,32.0,37.619373
1708,33.0,39.90174
1709,33.0,39.319843
1710,34.0,39.849667
1711,35.0,45.102894
1712,38.0,43.34002
1713,35.0,44.976147
1714,36.0,44.32924
1715,39.0,45.149864
1716,39.0,50.542442
1717,35.0,41.58425
1718,33.0,39.596165
1719,33.0,38.60207
1720,33.0,38.60207
1721,32.0,38.653572
1722,31.000002,38.10499
1723,29.999998,37.607952
1724,29.999998,37.110863
1725,29.0,37.110863
1726,29.999998,36.61381
1727,29.999998,37.110863
1728,29.999998,37.110863
1729,29.0,37.110863
1730,29.0,36.61381
1731,29.0,36.61381
1732,29.999998,36.61381
1733,31.000002,37.79759
1734,31.000002,37.607952
1735,34.0,37.607952
1736,39.0,43.646782
1737,42.0,47.750355
1738,36.0,43.07523
1739,35.0,40.09319
1740,36.0,39.596165
1741,42.0,41.528988
1742,38.0,43.07523
1743,35.0,41.08721
1744,38.0,39.596165
1745,94.0,75.23219
1746,120.99999,291.51624
1747,100.0,152.09026
1748,64.0,71.88027
1749,50.0,54.006504
1750,45.0,47.050804
1751,43.0,44.56614
1752,41.0,43.572205
1753,40.0,42.578236
1754,39.0,42.081234
1755,39.0,41.58425
1756,39.0,41.58425
1757,38.0,41.58425
1758,38.0,41.08721
1759,37.0,41.08721
1760,37.0,40.590225
1761,36.0,40.590225
1762,36.0,40.09319
1763,36.0,40.09319
1764,37.0,40.09319
1765,37.0,40.590225
1766,38.0,40.590225
1767,44.0,45.109035
1768,48.0,64.15899
1769,45.0,60.00696
1770,41.0,44.56614
1771,39.0,42.578236
1772,40.0,41.58425
1773,40.0,42.081234
1774,40.0,42.081234
1775,39.0,42.081234
1776,39.0,41.58425
1777,39.0,41.58425
1778,39.0,41.58425
1779,39.0,41.58425
1780,38.0,41.58425
1781,38.0,41.08721
1782,38.0,41.08721
1783,37.0,41.08721
1784,37.0,40.590225
1785,37.0,40.590225
1786,37.0,40.590225
1787,37.0,40.590225
1788,37.0,42.02
1789,38.0,40.590225
1790,38.0,41.76564
1791,38.0,41.08721
1792,38.0,41.08721
1793,39.0,42.636654
1794,40.0,44.163895
1795,39.0,42.081234
1796,39.0,41.58425
1797,38.0,41.58425
1798,37.0,41.08721
1799,38.0,40.590225
1800,38.0,41.08721
1801,39.0,41.08721
1802,40.0,44.17411
1803,41.0,43.818287
1804,39.0,42.578236
1805,39.0,41.58425
1806,39.0,41.58425
1807,40.0,41.58425
1808,39.0,42.539368
1809,41.0,41.58425
1810,133.0,42.578236
1811,112.0,162.21152
1812,65.0,77.83317
1813,53.0,54.503246
1814,48.0,48.541496
1815,78.0,46.05698
1816,422.0,114.42494
1817,247.0,810.09296
1818,295.0,144.50887
1819,333.0,461.4455
1820,143.0,186.54413
1821,102.0,93.1964
1822,84.0,72.87263
1823,74.0,63.938896
1824,68.0,58.973427
1825,65.0,55.993427
1826,62.000004,54.503246
1827,59.999996,53.012966
1828,59.0,52.01938
1829,57.0,51.52258
1830,56.0,50.52892
1831,56.0,50.032085
1832,198.0,50.032085
1833,372.0,315.3725
1834,142.0,205.44676
1835,104.0,92.701195
1836,86.0,73.86489
1837,77.0,64.9318
1838,83.0,65.01675
1839,94.0,93.78688
1840,82.0,68.902794
1841,72.0,62.94591
1842,66.0,58.29648
1843,62.000004,54.99998
1844,59.999996,53.012966
1845,59.0,52.01938
1846,58.0,51.52258
1847,57.0,51.02577
1848,55.0,50.52892
1849,53.0,49.535225
1850,52.0,48.541496
1851,53.0,48.044617
1852,58.0,57.112972
1853,59.999996,58.34234
1854,55.0,52.01938
1855,53.0,49.535225
1856,55.0,48.541496
1857,61.000004,57.794983
1858,61.000004,53.906086
1859,57.0,52.761105
1860,55.0,50.52892
1861,53.0,49.535225
1862,52.0,48.541496
1863,51.0,48.044617
1864,50.0,47.54773
1865,48.0,47.050804
1866,48.0,46.05698
1867,48.0,46.05698
1868,48.0,47.186237
1869,48.0,46.05698
1870,47.0,46.05698
1871,47.0,45.560024
1872,47.0,45.560024
1873,47.0,45.560024
1874,46.0,45.560024
1875,46.0,45.063084
1876,46.0,45.063084
1877,46.0,45.063084
1878,46.0,45.063084
1879,46.0,45.063084
1880,45.0,45.063084
1881,45.0,44.56614
1882,45.0,44.56614
1883,45.0,44.56614
1884,46.0,44.56614
1885,48.0,45.063084
1886,50.0,46.05698
1887,52.0,65.31216
1888,48.0,48.044617
1889,46.0,46.05698
1890,45.0,45.063084
1891,45.0,44.56614
1892,45.0,44.56614
1893,44.0,44.816353
1894,44.0,44.069183
1895,44.0,44.069183
1896,43.0,44.069183
1897,43.0,43.572205
1898,43.0,43.572205
1899,45.0,43.572205
1900,52.0,55.085655
1901,56.0,48.044617
1902,46.0,50.032085
1903,46.0,45.063084
1904,57.0,49.725258
1905,63.0,64.3213
1906,55.0,54.049656
1907,72.0,49.535225
1908,95.0,94.32446
1909,73.0,76.93744
1910,59.999996,58.476776
1911,53.0,52.01938
1912,49.0,48.541496
1913,46.0,46.553886
1914,46.0,45.063084
1915,49.0,45.063084
1916,52.0,58.638966
1917,49.0,48.044617
1918,46.0,46.553886
1919,45.0,45.063084
1920,45.0,44.56614
1921,44.0,44.56614
1922,45.0,44.330612
1923,45.0,44.56614
1924,46.0,54.08651
1925,44.0,45.063084
1926,43.0,44.069183
1927,43.0,43.572205
1928,41.0,43.76036
1929,41.0,42.578236
1930,41.0,42.578236
1931,42.0,42.578236
1932,47.0,43.07523
1933,52.0,65.524155
1934,46.0,48.044617
1935,44.0,45.063084
1936,43.0,44.069183
1937,42.0,43.572205
1938,41.0,43.07523
1939,41.0,42.578236
1940,40.0,42.578236
1941,39.0,42.081234
1942,38.0,41.58425
1943,41.0,41.08721
1944,42.0,55.68401
1945,42.0,43.07523
1946,40.0,43.07523
1947,39.0,42.081234
1948,39.0,41.58425
1949,38.0,41.58425
1950,37.0,41.08721
1951,37.0,40.590225
1952,37.0,40.590225
1953,37.0,40.590225
1954,39.0,40.69694
1955,40.0,41.58425
1956,36.0,42.081234
1957,35.0,40.09319
1958,35.0,39.596165
1959,35.0,39.596165
1960,35.0,39.596165
1961,34.0,39.596165
1962,34.0,39.099106
1963,34.0,39.099106
1964,33.0,39.099106
1965,33.0,38.60207
1966,33.0,38.60207
1967,33.0,38.60207
1968,33.0,38.60207
1969,33.0,38.60207
1970,33.0,38.60207
1971,33.0,39.757664
1972,33.0,38.60207
1973,32.0,38.60207
1974,32.0,38.10499
1975,31.000002,38.10499
1976,31.000002,37.607952
1977,29.999998,37.607952
1978,29.999998,37.110863
1979,29.0,37.110863
1980,28.0,36.61381
1981,28.0,36.1167
1982,28.0,36.1167
1983,28.0,36.1167
1984,29.0,36.1167
1985,53.0,36.61381
1986,50.0,73.33298
1987,43.0,62.021114
1988,38.0,43.572205
1989,34.0,41.08721
1990,33.0,39.099106
1991,33.0,38.60207
1992,32.0,38.60207
1993,31.000002,38.10499
1994,31.000002,37.607952
1995,29.999998,37.607952
1996,29.999998,37.110863
1997,29.999998,38.296673
1998,31.000002,38.806694
1999,33.0,46.19828
2000,35.0,39.884254
2001,33.0,39.596165
2002,36.0,38.60207
2003,34.0,42.883892
2004,32.0,39.510376
2005,32.0,38.10499
2006,81.0,38.10499
2007,107.0,113.28627
2008,65.0,95.80341
2009,78.0,54.503246
2010,48.0,72.8002
2011,43.0,49.46938
2012,40.0,51.209816
2013,37.0,42.49156
2014,35.0,40.590225
2015,34.0,39.596165
2016,34.0,39.099106
2017,33.0,39.099106
2018,32.0,38.60207
2019,31.000002,38.10499
2020,32.0,37.607952
2021,31.000002,38.10499
2022,29.999998,37.607952
2023,29.0,37.110863
2024,28.0,36.61381
2025,28.0,36.1167
2026,28.0,36.75422
2027,28.0,36.1167
2028,28.0,36.1167
2029,28.0,36.1167
2030,28.0,36.1167
2031,28.0,36.1167
2032,28.0,36.25734
2033,32.0,42.73775
2034,31.000002,41.13985
2035,28.0,37.607952
2036,28.0,36.1167
2037,28.0,36.1167
2038,28.0,36.1167
2039,28.0,36.1167
2040,28.0,36.1167
2041,29.0,36.1167
2042,33.0,37.609257
2043,29.999998,42.053062
2044,29.0,37.110863
2045,34.0,36.94303
2046,32.0,39.099106
2047,28.0,38.10499
2048,28.0,36.1167
2049,28.0,36.1167
2050,28.0,40.589283
2051,29.0,36.1167
2052,29.999998,36.61381
2053,29.999998,57.414417
2054,28.0,37.110863
2055,28.0,36.1167
2056,28.0,36.1167
2057,28.0,36.1167
2058,28.0,36.1167
2059,28.0,36.1167
2060,28.0,36.1167
2061,28.0,36.1167
2062,28.0,36.1167
2063,28.0,37.642715
2064,28.0,36.1167
2065,29.0,38.626896
2066,28.0,36.61381
2067,28.0,36.1167
2068,28.0,36.17596
2069,28.0,37.696655
2070,28.0,36.1167
2071,28.0,36.1167
2072,28.0,36.1167
2073,28.0,39.04001
2074,28.0,37.715862
2075,28.0,36.1167
2076,28.0,36.1167
2077,28.0,36.1167
2078,28.0,36.1167
2079,27.0,36.1167
2080,28.0,35.619633
2081,29.0,42.187237
2082,31.000002,39.346832
2083,31.000002,41.074913
2084,29.999998,38.251877
2085,29.999998,37.110863
2086,29.999998,50.403652
2087,39.0,47.859066
2088,34.0,41.58425
2089,29.0,39.099106
2090,28.0,36.61381
2091,28.0,36.1167
2092,28.0,36.1167
2093,28.0,36.1167
2094,29.0,36.1167
2095,31.000002,41.07314
2096,31.000002,40.362312
2097,29.0,37.607952
2098,28.0,36.61381
2099,28.0,36.1167
2100,28.0,36.1167
2101,28.0,36.1167
2102,28.0,36.1167
2103,27.0,36.1167
2104,27.0,35.619633
2105,27.0,35.619633
2106,27.0,35.619633
2107,26.0,35.619633
2108,27.0,35.122547
2109,29.999998,39.77968
2110,29.0,41.956345
2111,28.0,36.61381
2112,27.0,36.1167
2113,27.0,35.619633
2114,27.0,35.619633
2115,27.0,35.619633
2116,27.0,35.619633
2117,27.0,35.619633
2118,28.0,35.619633
2119,28.0,36.1167
2120,28.0,36.1167
2121,28.0,36.1167
2122,28.0,36.1167
2123,28.0,36.1167
2124,28.0,36.1167
2125,28.0,36.1167
2126,28.0,36.1167
2127,28.0,36.1167
2128,28.0,36.1167
2129,28.0,36.1167
2130,28.0,36.1167
2131,28.0,36.1167
2132,28.0,36.1167
2133,27.0,36.1167
2134,28.0,35.619633
2135,28.0,36.1167
2136,28.0,36.1167
2137,28.0,36.1239
2138,28.0,36.1167
2139,28.0,38.634663
2140,29.999998,47.819824
2141,32.0,50.890312
2142,34.0,43.33345
2143,48.0,68.75439
2144,42.0,46.05698
2145,33.0,43.07523
2146,32.0,38.60207
2147,31.000002,42.552986
2148,29.999998,37.67402
2149,33.0,37.110863
2150,40.0,48.353725
2151,51.0,72.3138
2152,186.0,124.01147
2153,292.0,527.3155
2154,124.00001,166.559
2155,74.0,83.78298
2156,57.0,58.973427
2157,66.0,50.52892
2158,204.0,81.63666
2159,145.0,168.82272
2160,84.0,94.186745
2161,63.0,63.938896
2162,52.0,53.50974
2163,46.0,48.044617
2164,44.0,45.506992
2165,43.0,44.069183
2166,41.0,44.185295
2167,40.0,42.578236
2168,40.0,42.081234
2169,40.0,42.081234
2170,40.0,42.598957
2171,41.0,43.679787
2172,40.0,42.578236
2173,38.0,42.081234
2174,38.0,41.08721
2175,37.0,41.08721
2176,38.0,40.590225
2177,50.0,41.08721
2178,55.0,71.2539
2179,51.0,49.535225
2180,59.0,50.701637
2181,66.0,51.52258
2182,54.0,54.99998
2183,51.0,53.391647
2184,50.0,47.54773
2185,64.0,59.392715
2186,67.0,55.38219
2187,59.0,55.496704
2188,52.0,51.52258
2189,47.0,48.044617
2190,47.0,45.560024
2191,90.0,52.40895
2192,150.0,114.57475
2193,100.0,96.66209
2194,73.0,71.88027
2195,63.0,58.476776
2196,56.0,53.50974
2197,51.0,50.032085
2198,47.0,47.54773
2199,46.0,45.560024
2200,46.0,45.063084
2201,45.0,45.063084
2202,45.0,44.56614
2203,45.0,51.74577
2204,45.0,44.56614
2205,44.0,44.56614
2206,45.0,49.12312
2207,45.0,44.56614
2208,44.0,44.56614
2209,45.0,45.805145
2210,57.0,51.3353
2211,233.0,71.72458
2212,346.0,259.8581
2213,212.0,192.85738
2214,469.0,226.3475
2215,419.0,255.29608
2216,175.0,228.06792
2217,127.0,109.02744
2218,105.0,85.26991
2219,89.0,74.36099
2220,76.0,66.42106
2221,69.0,59.966618
2222,64.0,59.27981
2223,69.0,54.006504
2224,245.0,60.95797
2225,231.0,232.54427
2226,135.0,136.64348
2227,102.0,89.233986
2228,84.0,72.87263
2229,71.0,63.938896
2230,65.0,57.48346
2231,61.000004,54.503246
2232,58.0,52.516193
2233,55.0,51.02577
2234,54.0,49.535225
2235,162.0,49.03837
2236,274.0,220.28188
2237,132.0,157.75233
2238,98.0,87.747635
2239,83.0,73.795746
2240,75.0,67.32214
2241,69.0,59.47002
2242,71.0,57.816322
2243,104.0,68.12742
2244,76.0,73.86489
2245,65.0,59.966618
2246,59.999996,54.503246
2247,58.0,52.01938
2248,58.0,51.02577
2249,57.0,51.02577
2250,57.0,50.842365
2251,57.0,51.691586
2252,57.0,50.52892
2253,77.0,70.18744
2254,131.0,92.64379
2255,97.0,101.85955
2256,250.99998,85.875145
2257,979.00006,561.5114
2258,1080.0,1041.2201
2259,414.0,516.76105
2260,166.0,225.67035
2261,118.99999,104.57821
2262,110.0,81.304276
2263,158.0,108.30113
2264,130.0,100.62112
2265,186.0,86.756615
2266,866.0,266.77582
2267,1330.0,519.3579
2268,582.0,607.74426
2269,581.0,746.81226
2270,319.0,304.39862
2271,166.0,179.73227
2272,129.0,107.26608
2273,105.0,86.26108
2274,90.0,74.36099
2275,78.0,66.91744
2276,70.0,60.95979
2277,65.0,56.986794
2278,64.0,54.503246
2279,64.0,60.745335
2280,61.000004,54.006504
2281,81.0,52.516193
2282,265.0,136.67052
2283,226.0,260.02957
2284,260.0,211.2721
2285,144.0,152.42113
2286,106.0,93.69159
2287,85.0,74.857086
2288,73.0,64.43536
2289,66.0,58.476776
2290,62.000004,54.99998
2291,57.0,53.012966
2292,53.0,50.52892
2293,50.0,48.541496
2294,48.0,47.050804
2295,47.0,46.05698
2296,47.0,45.560024
2297,46.0,45.560024
2298,46.0,45.063084
2299,45.0,45.063084
2300,45.0,44.56614
2301,44.0,53.38058
2302,43.0,44.069183
2303,43.0,43.572205
2304,42.0,43.572205
2305,41.0,43.07523
2306,41.0,42.578236
2307,40.0,42.578236
2308,39.0,42.081234
2309,39.0,48.167427
2310,38.0,42.129166
2311,37.0,41.08721
2312,36.0,40.590225
2313,35.0,40.09319
2314,34.0,39.596165
2315,34.0,39.099106
2316,33.0,39.099106
2317,32.0,38.60207
2318,31.000002,38.10499
2319,31.000002,37.607952
2320,29.999998,37.607952
2321,29.999998,37.110863
2322,31.000002,37.110863
2323,48.0,37.607952
2324,45.0,54.072765
2325,40.0,44.56614
2326,37.0,42.081234
2327,35.0,40.590225
2328,32.0,39.596165
2329,31.000002,38.10499
2330,31.000002,37.607952
2331,29.999998,37.607952
2332,29.999998,37.110863
2333,29.999998,37.110863
2334,29.999998,37.110863
2335,29.999998,37.110863
2336,29.999998,37.110863
2337,29.999998,37.787315
2338,29.0,37.110863
2339,29.0,36.61381
2340,29.0,36.61381
2341,29.0,36.61381
2342,29.0,49.030632
2343,29.0,36.61381
2344,29.0,36.61381
2345,29.0,36.61381
2346,29.0,38.494755
2347,29.0,40.562958
2348,29.0,36.61381
2349,29.0,36.61381
2350,29.999998,36.61381
2351,55.0,51.06704
2352,80.0,149.19136
2353,140.0,239.80795
2354,290.0,290.91675
2355,505.99997,441.03534
2356,869.0,354.89957
2357,1040.0,1589.6713
2358,543.0,501.2244
2359,167.0,286.75076
2360,118.0,105.07269
2361,94.0,80.80847
2362,74.0,68.902794
2363,62.000004,58.973427
2364,56.0,53.012966
2365,58.0,53.179615
2366,54.0,51.02577
2367,51.0,49.03837
2368,51.0,47.54773
2369,50.0,47.54773
2370,49.0,47.050804
2371,48.0,46.553886
2372,47.0,46.05698
2373,46.0,45.560024
2374,46.0,45.063084
2375,45.0,45.063084
2376,45.0,53.03989
2377,46.0,56.36922
2378,57.0,46.695156
2379,52.0,54.959747
2380,49.0,48.984917
2381,55.0,57.455185
2382,53.0,65.79153
2383,56.0,48.69158
2384,51.0,50.032085
2385,48.0,47.54773
2386,46.0,46.05698
2387,45.0,45.063084
2388,64.0,74.67609
